  Current Time (s),Current Time (years),Pore Volume,Phase1-S8- Volume rate,Phase1-S8- Cumulative production
 0.64890000000E+05,0.20576484018E-02,0.16000000000E-03,0.55499993338E-08,0.36013945677E-03
 0.64980000000E+05,0.20605022831E-02,0.16000000000E-03,0.55499993338E-08,0.36063895671E-03
 0.65070000000E+05,0.20633561644E-02,0.16000000000E-03,0.55499993338E-08,0.36113845665E-03
 0.65160000000E+05,0.20662100457E-02,0.16000000000E-03,0.55499993338E-08,0.36163795659E-03
 0.65250000000E+05,0.20690639269E-02,0.16000000000E-03,0.55499993338E-08,0.36213745653E-03
 0.65340000000E+05,0.20719178082E-02,0.16000000000E-03,0.55499993338E-08,0.36263695647E-03
 0.65430000000E+05,0.20747716895E-02,0.16000000000E-03,0.55499993338E-08,0.36313645641E-03
 0.65520000000E+05,0.20776255708E-02,0.16000000000E-03,0.55499993338E-08,0.36363595635E-03
 0.65610000000E+05,0.20804794521E-02,0.16000000000E-03,0.55499993338E-08,0.36413545629E-03
 0.65700000000E+05,0.20833333333E-02,0.16000000000E-03,0.55499993338E-08,0.36463495623E-03
 0.65790000000E+05,0.20861872146E-02,0.16000000000E-03,0.55499993338E-08,0.36513445617E-03
 0.65880000000E+05,0.20890410959E-02,0.16000000000E-03,0.55499993338E-08,0.36563395611E-03
 0.65970000000E+05,0.20918949772E-02,0.16000000000E-03,0.55499993338E-08,0.36613345605E-03
 0.66060000000E+05,0.20947488584E-02,0.16000000000E-03,0.55499993338E-08,0.36663295599E-03
 0.66150000000E+05,0.20976027397E-02,0.16000000000E-03,0.55499993338E-08,0.36713245593E-03
 0.66240000000E+05,0.21004566210E-02,0.16000000000E-03,0.55499993338E-08,0.36763195587E-03
 0.66330000000E+05,0.21033105023E-02,0.16000000000E-03,0.55499993338E-08,0.36813145581E-03
 0.66420000000E+05,0.21061643836E-02,0.16000000000E-03,0.55499993338E-08,0.36863095575E-03
 0.66510000000E+05,0.21090182648E-02,0.16000000000E-03,0.55499993338E-08,0.36913045569E-03
 0.66600000000E+05,0.21118721461E-02,0.16000000000E-03,0.55499993338E-08,0.36962995563E-03
 0.66690000000E+05,0.21147260274E-02,0.16000000000E-03,0.55499993338E-08,0.37012945557E-03
 0.66780000000E+05,0.21175799087E-02,0.16000000000E-03,0.55499993338E-08,0.37062895551E-03
 0.66870000000E+05,0.21204337900E-02,0.16000000000E-03,0.55499993338E-08,0.37112845545E-03
 0.66960000000E+05,0.21232876712E-02,0.16000000000E-03,0.55499993338E-08,0.37162795539E-03
 0.67050000000E+05,0.21261415525E-02,0.16000000000E-03,0.55499993338E-08,0.37212745533E-03
 0.67140000000E+05,0.21289954338E-02,0.16000000000E-03,0.55499993338E-08,0.37262695527E-03
 0.67230000000E+05,0.21318493151E-02,0.16000000000E-03,0.55499993338E-08,0.37312645521E-03
 0.67320000000E+05,0.21347031963E-02,0.16000000000E-03,0.55499993338E-08,0.37362595515E-03
 0.67410000000E+05,0.21375570776E-02,0.16000000000E-03,0.55499993338E-08,0.37412545509E-03
 0.67500000000E+05,0.21404109589E-02,0.16000000000E-03,0.55499993338E-08,0.37462495503E-03
 0.67590000000E+05,0.21432648402E-02,0.16000000000E-03,0.55499993338E-08,0.37512445497E-03
 0.67680000000E+05,0.21461187215E-02,0.16000000000E-03,0.55499993338E-08,0.37562395491E-03
 0.67770000000E+05,0.21489726027E-02,0.16000000000E-03,0.55499993338E-08,0.37612345485E-03
 0.67860000000E+05,0.21518264840E-02,0.16000000000E-03,0.55499993338E-08,0.37662295479E-03
 0.67950000000E+05,0.21546803653E-02,0.16000000000E-03,0.55499993338E-08,0.37712245473E-03
 0.68040000000E+05,0.21575342466E-02,0.16000000000E-03,0.55499993338E-08,0.37762195467E-03
 0.68130000000E+05,0.21603881279E-02,0.16000000000E-03,0.55499993338E-08,0.37812145461E-03
 0.68220000000E+05,0.21632420091E-02,0.16000000000E-03,0.55499993338E-08,0.37862095455E-03
 0.68310000000E+05,0.21660958904E-02,0.16000000000E-03,0.55499993338E-08,0.37912045449E-03
 0.68400000000E+05,0.21689497717E-02,0.16000000000E-03,0.55499993338E-08,0.37961995443E-03
 0.68490000000E+05,0.21718036530E-02,0.16000000000E-03,0.55499993338E-08,0.38011945437E-03
 0.68580000000E+05,0.21746575342E-02,0.16000000000E-03,0.55499993338E-08,0.38061895431E-03
 0.68670000000E+05,0.21775114155E-02,0.16000000000E-03,0.55499993338E-08,0.38111845425E-03
 0.68760000000E+05,0.21803652968E-02,0.16000000000E-03,0.55499993338E-08,0.38161795419E-03
 0.68850000000E+05,0.21832191781E-02,0.16000000000E-03,0.55499993338E-08,0.38211745413E-03
 0.68940000000E+05,0.21860730594E-02,0.16000000000E-03,0.55499993338E-08,0.38261695407E-03
 0.69030000000E+05,0.21889269406E-02,0.16000000000E-03,0.55499993338E-08,0.38311645401E-03
 0.69120000000E+05,0.21917808219E-02,0.16000000000E-03,0.55499993338E-08,0.38361595395E-03
 0.69210000000E+05,0.21946347032E-02,0.16000000000E-03,0.55499993338E-08,0.38411545389E-03
 0.69300000000E+05,0.21974885845E-02,0.16000000000E-03,0.55499993338E-08,0.38461495383E-03
 0.69390000000E+05,0.22003424658E-02,0.16000000000E-03,0.55499993338E-08,0.38511445377E-03
 0.69480000000E+05,0.22031963470E-02,0.16000000000E-03,0.55499993338E-08,0.38561395371E-03
 0.69570000000E+05,0.22060502283E-02,0.16000000000E-03,0.55499993338E-08,0.38611345365E-03
 0.69660000000E+05,0.22089041096E-02,0.16000000000E-03,0.55499993338E-08,0.38661295359E-03
 0.69750000000E+05,0.22117579909E-02,0.16000000000E-03,0.55499993338E-08,0.38711245353E-03
 0.69840000000E+05,0.22146118721E-02,0.16000000000E-03,0.55499993338E-08,0.38761195347E-03
 0.69930000000E+05,0.22174657534E-02,0.16000000000E-03,0.55499993338E-08,0.38811145341E-03
 0.70020000000E+05,0.22203196347E-02,0.16000000000E-03,0.55499993338E-08,0.38861095335E-03
 0.70110000000E+05,0.22231735160E-02,0.16000000000E-03,0.55499993338E-08,0.38911045329E-03
 0.70200000000E+05,0.22260273973E-02,0.16000000000E-03,0.55499993338E-08,0.38960995323E-03
 0.70290000000E+05,0.22288812785E-02,0.16000000000E-03,0.55499993338E-08,0.39010945317E-03
 0.70380000000E+05,0.22317351598E-02,0.16000000000E-03,0.55499993338E-08,0.39060895311E-03
 0.70470000000E+05,0.22345890411E-02,0.16000000000E-03,0.55499993338E-08,0.39110845305E-03
 0.70560000000E+05,0.22374429224E-02,0.16000000000E-03,0.55499993338E-08,0.39160795299E-03
 0.70650000000E+05,0.22402968037E-02,0.16000000000E-03,0.55499993338E-08,0.39210745293E-03
 0.70740000000E+05,0.22431506849E-02,0.16000000000E-03,0.55499993338E-08,0.39260695287E-03
 0.70830000000E+05,0.22460045662E-02,0.16000000000E-03,0.55499993338E-08,0.39310645281E-03
 0.70920000000E+05,0.22488584475E-02,0.16000000000E-03,0.55499993338E-08,0.39360595275E-03
 0.71010000000E+05,0.22517123288E-02,0.16000000000E-03,0.55499993338E-08,0.39410545269E-03
 0.71100000000E+05,0.22545662100E-02,0.16000000000E-03,0.55499993338E-08,0.39460495263E-03
 0.71190000000E+05,0.22574200913E-02,0.16000000000E-03,0.55499993338E-08,0.39510445257E-03
 0.71280000000E+05,0.22602739726E-02,0.16000000000E-03,0.55499993338E-08,0.39560395251E-03
 0.71370000000E+05,0.22631278539E-02,0.16000000000E-03,0.55499993338E-08,0.39610345245E-03
 0.71460000000E+05,0.22659817352E-02,0.16000000000E-03,0.55499993338E-08,0.39660295239E-03
 0.71550000000E+05,0.22688356164E-02,0.16000000000E-03,0.55499993338E-08,0.39710245233E-03
 0.71640000000E+05,0.22716894977E-02,0.16000000000E-03,0.55499993338E-08,0.39760195227E-03
 0.71730000000E+05,0.22745433790E-02,0.16000000000E-03,0.55499993338E-08,0.39810145221E-03
 0.71820000000E+05,0.22773972603E-02,0.16000000000E-03,0.55499993338E-08,0.39860095215E-03
 0.71910000000E+05,0.22802511416E-02,0.16000000000E-03,0.55499993338E-08,0.39910045209E-03
 0.72000000000E+05,0.22831050228E-02,0.16000000000E-03,0.55499993338E-08,0.39959995203E-03
 0.72090000000E+05,0.22859589041E-02,0.16000000000E-03,0.55499993338E-08,0.40009945197E-03
 0.72180000000E+05,0.22888127854E-02,0.16000000000E-03,0.55499993338E-08,0.40059895191E-03
 0.72270000000E+05,0.22916666667E-02,0.16000000000E-03,0.55499993338E-08,0.40109845185E-03
 0.72360000000E+05,0.22945205479E-02,0.16000000000E-03,0.55499993338E-08,0.40159795179E-03
 0.72450000000E+05,0.22973744292E-02,0.16000000000E-03,0.55499993338E-08,0.40209745173E-03
 0.72540000000E+05,0.23002283105E-02,0.16000000000E-03,0.55499993338E-08,0.40259695167E-03
 0.72630000000E+05,0.23030821918E-02,0.16000000000E-03,0.55499993338E-08,0.40309645161E-03
 0.72720000000E+05,0.23059360731E-02,0.16000000000E-03,0.55499993338E-08,0.40359595155E-03
 0.72810000000E+05,0.23087899543E-02,0.16000000000E-03,0.55499993338E-08,0.40409545149E-03
 0.72900000000E+05,0.23116438356E-02,0.16000000000E-03,0.55499993338E-08,0.40459495143E-03
 0.72990000000E+05,0.23144977169E-02,0.16000000000E-03,0.55499993338E-08,0.40509445137E-03
 0.73080000000E+05,0.23173515982E-02,0.16000000000E-03,0.55499993338E-08,0.40559395131E-03
 0.73170000000E+05,0.23202054795E-02,0.16000000000E-03,0.55499993338E-08,0.40609345125E-03
 0.73260000000E+05,0.23230593607E-02,0.16000000000E-03,0.55499993338E-08,0.40659295119E-03
 0.73350000000E+05,0.23259132420E-02,0.16000000000E-03,0.55499993338E-08,0.40709245113E-03
 0.73440000000E+05,0.23287671233E-02,0.16000000000E-03,0.55499993338E-08,0.40759195107E-03
 0.73530000000E+05,0.23316210046E-02,0.16000000000E-03,0.55499993338E-08,0.40809145101E-03
 0.73620000000E+05,0.23344748858E-02,0.16000000000E-03,0.55499993338E-08,0.40859095095E-03
 0.73710000000E+05,0.23373287671E-02,0.16000000000E-03,0.55499993338E-08,0.40909045089E-03
 0.73800000000E+05,0.23401826484E-02,0.16000000000E-03,0.55499993338E-08,0.40958995083E-03
 0.73890000000E+05,0.23430365297E-02,0.16000000000E-03,0.55499993338E-08,0.41008945077E-03
 0.73980000000E+05,0.23458904110E-02,0.16000000000E-03,0.55499993338E-08,0.41058895071E-03
 0.74070000000E+05,0.23487442922E-02,0.16000000000E-03,0.55499993338E-08,0.41108845065E-03
 0.74160000000E+05,0.23515981735E-02,0.16000000000E-03,0.55499993338E-08,0.41158795059E-03
 0.74250000000E+05,0.23544520548E-02,0.16000000000E-03,0.55499993338E-08,0.41208745053E-03
 0.74340000000E+05,0.23573059361E-02,0.16000000000E-03,0.55499993338E-08,0.41258695047E-03
 0.74430000000E+05,0.23601598174E-02,0.16000000000E-03,0.55499993338E-08,0.41308645041E-03
 0.74520000000E+05,0.23630136986E-02,0.16000000000E-03,0.55499993338E-08,0.41358595035E-03
 0.74610000000E+05,0.23658675799E-02,0.16000000000E-03,0.55499993338E-08,0.41408545029E-03
 0.74700000000E+05,0.23687214612E-02,0.16000000000E-03,0.55499993338E-08,0.41458495023E-03
 0.74790000000E+05,0.23715753425E-02,0.16000000000E-03,0.55499993338E-08,0.41508445017E-03
 0.74880000000E+05,0.23744292237E-02,0.16000000000E-03,0.55499993338E-08,0.41558395011E-03
 0.74970000000E+05,0.23772831050E-02,0.16000000000E-03,0.55499993338E-08,0.41608345005E-03
 0.75060000000E+05,0.23801369863E-02,0.16000000000E-03,0.55499993338E-08,0.41658294999E-03
 0.75150000000E+05,0.23829908676E-02,0.16000000000E-03,0.55499993338E-08,0.41708244993E-03
 0.75240000000E+05,0.23858447489E-02,0.16000000000E-03,0.55499993338E-08,0.41758194987E-03
 0.75330000000E+05,0.23886986301E-02,0.16000000000E-03,0.55499993338E-08,0.41808144981E-03
 0.75420000000E+05,0.23915525114E-02,0.16000000000E-03,0.55499993338E-08,0.41858094975E-03
 0.75510000000E+05,0.23944063927E-02,0.16000000000E-03,0.55499993338E-08,0.41908044969E-03
 0.75600000000E+05,0.23972602740E-02,0.16000000000E-03,0.55499993338E-08,0.41957994963E-03
 0.75690000000E+05,0.24001141553E-02,0.16000000000E-03,0.55499993338E-08,0.42007944957E-03
 0.75780000000E+05,0.24029680365E-02,0.16000000000E-03,0.55499993338E-08,0.42057894951E-03
 0.75870000000E+05,0.24058219178E-02,0.16000000000E-03,0.55499993338E-08,0.42107844945E-03
 0.75960000000E+05,0.24086757991E-02,0.16000000000E-03,0.55499993338E-08,0.42157794939E-03
 0.76050000000E+05,0.24115296804E-02,0.16000000000E-03,0.55499993338E-08,0.42207744933E-03
 0.76140000000E+05,0.24143835616E-02,0.16000000000E-03,0.55499993338E-08,0.42257694927E-03
 0.76230000000E+05,0.24172374429E-02,0.16000000000E-03,0.55499993338E-08,0.42307644921E-03
 0.76320000000E+05,0.24200913242E-02,0.16000000000E-03,0.55499993338E-08,0.42357594915E-03
 0.76410000000E+05,0.24229452055E-02,0.16000000000E-03,0.55499993338E-08,0.42407544909E-03
 0.76500000000E+05,0.24257990868E-02,0.16000000000E-03,0.55499993338E-08,0.42457494903E-03
 0.76590000000E+05,0.24286529680E-02,0.16000000000E-03,0.55499993338E-08,0.42507444897E-03
 0.76680000000E+05,0.24315068493E-02,0.16000000000E-03,0.55499993338E-08,0.42557394891E-03
 0.76770000000E+05,0.24343607306E-02,0.16000000000E-03,0.55499993338E-08,0.42607344885E-03
 0.76860000000E+05,0.24372146119E-02,0.16000000000E-03,0.55499993338E-08,0.42657294879E-03
 0.76950000000E+05,0.24400684932E-02,0.16000000000E-03,0.55499993338E-08,0.42707244873E-03
 0.77040000000E+05,0.24429223744E-02,0.16000000000E-03,0.55499993338E-08,0.42757194867E-03
 0.77130000000E+05,0.24457762557E-02,0.16000000000E-03,0.55499993338E-08,0.42807144861E-03
 0.77220000000E+05,0.24486301370E-02,0.16000000000E-03,0.55499993338E-08,0.42857094855E-03
 0.77310000000E+05,0.24514840183E-02,0.16000000000E-03,0.55499993338E-08,0.42907044849E-03
 0.77400000000E+05,0.24543378995E-02,0.16000000000E-03,0.55499993338E-08,0.42956994843E-03
 0.77490000000E+05,0.24571917808E-02,0.16000000000E-03,0.55499993338E-08,0.43006944837E-03
 0.77580000000E+05,0.24600456621E-02,0.16000000000E-03,0.55499993338E-08,0.43056894831E-03
 0.77670000000E+05,0.24628995434E-02,0.16000000000E-03,0.55499993338E-08,0.43106844825E-03
 0.77760000000E+05,0.24657534247E-02,0.16000000000E-03,0.55499993338E-08,0.43156794819E-03
 0.77850000000E+05,0.24686073059E-02,0.16000000000E-03,0.55499993338E-08,0.43206744813E-03
 0.77940000000E+05,0.24714611872E-02,0.16000000000E-03,0.55499993338E-08,0.43256694807E-03
 0.78030000000E+05,0.24743150685E-02,0.16000000000E-03,0.55499993338E-08,0.43306644801E-03
 0.78120000000E+05,0.24771689498E-02,0.16000000000E-03,0.55499993338E-08,0.43356594795E-03
 0.78210000000E+05,0.24800228311E-02,0.16000000000E-03,0.55499993338E-08,0.43406544789E-03
 0.78300000000E+05,0.24828767123E-02,0.16000000000E-03,0.55499993338E-08,0.43456494783E-03
 0.78390000000E+05,0.24857305936E-02,0.16000000000E-03,0.55499993338E-08,0.43506444777E-03
 0.78480000000E+05,0.24885844749E-02,0.16000000000E-03,0.55499993338E-08,0.43556394771E-03
 0.78570000000E+05,0.24914383562E-02,0.16000000000E-03,0.55499993338E-08,0.43606344765E-03
 0.78660000000E+05,0.24942922374E-02,0.16000000000E-03,0.55499993338E-08,0.43656294759E-03
 0.78750000000E+05,0.24971461187E-02,0.16000000000E-03,0.55499993338E-08,0.43706244753E-03
 0.78840000000E+05,0.25000000000E-02,0.16000000000E-03,0.55499993338E-08,0.43756194747E-03
 0.78930000000E+05,0.25028538813E-02,0.16000000000E-03,0.55499993338E-08,0.43806144741E-03
 0.79020000000E+05,0.25057077626E-02,0.16000000000E-03,0.55499993338E-08,0.43856094735E-03
 0.79110000000E+05,0.25085616438E-02,0.16000000000E-03,0.55499993338E-08,0.43906044729E-03
 0.79200000000E+05,0.25114155251E-02,0.16000000000E-03,0.55499993338E-08,0.43955994723E-03
 0.79290000000E+05,0.25142694064E-02,0.16000000000E-03,0.55499993338E-08,0.44005944717E-03
 0.79380000000E+05,0.25171232877E-02,0.16000000000E-03,0.55499993338E-08,0.44055894711E-03
 0.79470000000E+05,0.25199771689E-02,0.16000000000E-03,0.55499993338E-08,0.44105844705E-03
 0.79560000000E+05,0.25228310502E-02,0.16000000000E-03,0.55499993338E-08,0.44155794699E-03
 0.79650000000E+05,0.25256849315E-02,0.16000000000E-03,0.55499993338E-08,0.44205744693E-03
 0.79740000000E+05,0.25285388128E-02,0.16000000000E-03,0.55499993338E-08,0.44255694687E-03
 0.79830000000E+05,0.25313926941E-02,0.16000000000E-03,0.55499993338E-08,0.44305644681E-03
 0.79920000000E+05,0.25342465753E-02,0.16000000000E-03,0.55499993338E-08,0.44355594675E-03
 0.80010000000E+05,0.25371004566E-02,0.16000000000E-03,0.55499993338E-08,0.44405544669E-03
 0.80100000000E+05,0.25399543379E-02,0.16000000000E-03,0.55499993338E-08,0.44455494663E-03
 0.80190000000E+05,0.25428082192E-02,0.16000000000E-03,0.55499993338E-08,0.44505444657E-03
 0.80280000000E+05,0.25456621005E-02,0.16000000000E-03,0.55499993338E-08,0.44555394651E-03
 0.80370000000E+05,0.25485159817E-02,0.16000000000E-03,0.55499993338E-08,0.44605344645E-03
 0.80460000000E+05,0.25513698630E-02,0.16000000000E-03,0.55499993338E-08,0.44655294639E-03
 0.80550000000E+05,0.25542237443E-02,0.16000000000E-03,0.55499993338E-08,0.44705244633E-03
 0.80640000000E+05,0.25570776256E-02,0.16000000000E-03,0.55499993338E-08,0.44755194627E-03
 0.80730000000E+05,0.25599315068E-02,0.16000000000E-03,0.55499993338E-08,0.44805144621E-03
 0.80820000000E+05,0.25627853881E-02,0.16000000000E-03,0.55499993338E-08,0.44855094615E-03
 0.80910000000E+05,0.25656392694E-02,0.16000000000E-03,0.55499993338E-08,0.44905044609E-03
 0.81000000000E+05,0.25684931507E-02,0.16000000000E-03,0.55499993338E-08,0.44954994603E-03
 0.81090000000E+05,0.25713470320E-02,0.16000000000E-03,0.55499993338E-08,0.45004944597E-03
 0.81180000000E+05,0.25742009132E-02,0.16000000000E-03,0.55499993338E-08,0.45054894591E-03
 0.81270000000E+05,0.25770547945E-02,0.16000000000E-03,0.55499993338E-08,0.45104844585E-03
 0.81360000000E+05,0.25799086758E-02,0.16000000000E-03,0.55499993338E-08,0.45154794579E-03
 0.81450000000E+05,0.25827625571E-02,0.16000000000E-03,0.55499993338E-08,0.45204744573E-03
 0.81540000000E+05,0.25856164384E-02,0.16000000000E-03,0.55499993338E-08,0.45254694567E-03
 0.81630000000E+05,0.25884703196E-02,0.16000000000E-03,0.55499993338E-08,0.45304644561E-03
 0.81720000000E+05,0.25913242009E-02,0.16000000000E-03,0.55499993338E-08,0.45354594555E-03
 0.81810000000E+05,0.25941780822E-02,0.16000000000E-03,0.55499993338E-08,0.45404544549E-03
 0.81900000000E+05,0.25970319635E-02,0.16000000000E-03,0.55499993338E-08,0.45454494543E-03
 0.81990000000E+05,0.25998858447E-02,0.16000000000E-03,0.55499993338E-08,0.45504444537E-03
 0.82080000000E+05,0.26027397260E-02,0.16000000000E-03,0.55499993338E-08,0.45554394532E-03
 0.82170000000E+05,0.26055936073E-02,0.16000000000E-03,0.55499993338E-08,0.45604344526E-03
 0.82260000000E+05,0.26084474886E-02,0.16000000000E-03,0.55499993338E-08,0.45654294520E-03
 0.82350000000E+05,0.26113013699E-02,0.16000000000E-03,0.55499993338E-08,0.45704244514E-03
 0.82440000000E+05,0.26141552511E-02,0.16000000000E-03,0.55499993338E-08,0.45754194508E-03
 0.82530000000E+05,0.26170091324E-02,0.16000000000E-03,0.55499993338E-08,0.45804144502E-03
 0.82620000000E+05,0.26198630137E-02,0.16000000000E-03,0.55499993338E-08,0.45854094496E-03
 0.82710000000E+05,0.26227168950E-02,0.16000000000E-03,0.55499993338E-08,0.45904044490E-03
 0.82800000000E+05,0.26255707763E-02,0.16000000000E-03,0.55499993338E-08,0.45953994484E-03
 0.82890000000E+05,0.26284246575E-02,0.16000000000E-03,0.55499993338E-08,0.46003944478E-03
 0.82980000000E+05,0.26312785388E-02,0.16000000000E-03,0.55499993338E-08,0.46053894472E-03
 0.83070000000E+05,0.26341324201E-02,0.16000000000E-03,0.55499993338E-08,0.46103844466E-03
 0.83160000000E+05,0.26369863014E-02,0.16000000000E-03,0.55499993338E-08,0.46153794460E-03
 0.83250000000E+05,0.26398401826E-02,0.16000000000E-03,0.55499993338E-08,0.46203744454E-03
 0.83340000000E+05,0.26426940639E-02,0.16000000000E-03,0.55499993338E-08,0.46253694448E-03
 0.83430000000E+05,0.26455479452E-02,0.16000000000E-03,0.55499993338E-08,0.46303644442E-03
 0.83520000000E+05,0.26484018265E-02,0.16000000000E-03,0.55499993338E-08,0.46353594436E-03
 0.83610000000E+05,0.26512557078E-02,0.16000000000E-03,0.55499993338E-08,0.46403544430E-03
 0.83700000000E+05,0.26541095890E-02,0.16000000000E-03,0.55499993338E-08,0.46453494424E-03
 0.83790000000E+05,0.26569634703E-02,0.16000000000E-03,0.55499993338E-08,0.46503444418E-03
 0.83880000000E+05,0.26598173516E-02,0.16000000000E-03,0.55499993338E-08,0.46553394412E-03
 0.83970000000E+05,0.26626712329E-02,0.16000000000E-03,0.55499993338E-08,0.46603344406E-03
 0.84060000000E+05,0.26655251142E-02,0.16000000000E-03,0.55499993338E-08,0.46653294400E-03
 0.84150000000E+05,0.26683789954E-02,0.16000000000E-03,0.55499993338E-08,0.46703244394E-03
 0.84240000000E+05,0.26712328767E-02,0.16000000000E-03,0.55499993338E-08,0.46753194388E-03
 0.84330000000E+05,0.26740867580E-02,0.16000000000E-03,0.55499993338E-08,0.46803144382E-03
 0.84420000000E+05,0.26769406393E-02,0.16000000000E-03,0.55499993338E-08,0.46853094376E-03
 0.84510000000E+05,0.26797945205E-02,0.16000000000E-03,0.55499993338E-08,0.46903044370E-03
 0.84600000000E+05,0.26826484018E-02,0.16000000000E-03,0.55499993338E-08,0.46952994364E-03
 0.84690000000E+05,0.26855022831E-02,0.16000000000E-03,0.55499993338E-08,0.47002944358E-03
 0.84780000000E+05,0.26883561644E-02,0.16000000000E-03,0.55499993338E-08,0.47052894352E-03
 0.84870000000E+05,0.26912100457E-02,0.16000000000E-03,0.55499993338E-08,0.47102844346E-03
 0.84960000000E+05,0.26940639269E-02,0.16000000000E-03,0.55499993338E-08,0.47152794340E-03
 0.85050000000E+05,0.26969178082E-02,0.16000000000E-03,0.55499993338E-08,0.47202744334E-03
 0.85140000000E+05,0.26997716895E-02,0.16000000000E-03,0.55499993338E-08,0.47252694328E-03
 0.85230000000E+05,0.27026255708E-02,0.16000000000E-03,0.55499993338E-08,0.47302644322E-03
 0.85320000000E+05,0.27054794521E-02,0.16000000000E-03,0.55499993338E-08,0.47352594316E-03
 0.85410000000E+05,0.27083333333E-02,0.16000000000E-03,0.55499993338E-08,0.47402544310E-03
 0.85500000000E+05,0.27111872146E-02,0.16000000000E-03,0.55499993338E-08,0.47452494304E-03
 0.85590000000E+05,0.27140410959E-02,0.16000000000E-03,0.55499993338E-08,0.47502444298E-03
 0.85680000000E+05,0.27168949772E-02,0.16000000000E-03,0.55499993338E-08,0.47552394292E-03
 0.85770000000E+05,0.27197488584E-02,0.16000000000E-03,0.55499993338E-08,0.47602344286E-03
 0.85860000000E+05,0.27226027397E-02,0.16000000000E-03,0.55499993338E-08,0.47652294280E-03
 0.85950000000E+05,0.27254566210E-02,0.16000000000E-03,0.55499993338E-08,0.47702244274E-03
 0.86040000000E+05,0.27283105023E-02,0.16000000000E-03,0.55499993338E-08,0.47752194268E-03
 0.86130000000E+05,0.27311643836E-02,0.16000000000E-03,0.55499993338E-08,0.47802144262E-03
 0.86220000000E+05,0.27340182648E-02,0.16000000000E-03,0.55499993338E-08,0.47852094256E-03
 0.86310000000E+05,0.27368721461E-02,0.16000000000E-03,0.55499993338E-08,0.47902044250E-03
 0.86400000000E+05,0.27397260274E-02,0.16000000000E-03,0.55499993338E-08,0.47951994244E-03
